iter	RMSE
130	0.1938471148
131	0.1930169397
132	0.1922577611
133	0.1914893732
134	0.1907498313
135	0.1899839354
136	0.189191152
137	0.1883825389
138	0.1875883836
139	0.1868085547
140	0.1860869498
141	0.1852943314
142	0.1845195441
143	0.1838017872
144	0.1830742616
145	0.1823804691
146	0.1817134234
147	0.1810582953
148	0.1803529306
149	0.1796461754
150	0.1789550033
151	0.1783663216
152	0.1777650139
153	0.1771236138
154	0.1764693253
155	0.1758276111
156	0.1751498499
157	0.1744982597
158	0.1739265502
159	0.1733541489
160	0.1727603523
161	0.1721325574
162	0.1715618629
163	0.1710056246
164	0.1704676605
165	0.1699245267
166	0.1694018581
167	0.1688510037
168	0.1683053355
169	0.1677494163
170	0.1671943787
171	0.1666612213
172	0.1660695244
173	0.1655465389
174	0.1649797893
175	0.1644673984
176	0.1639759005
177	0.1634282374
178	0.162910208
179	0.1623703053
180	0.1618829694
181	0.1613949407
182	0.1608780288
183	0.1603471224
184	0.1597991372
185	0.1593807321
186	0.1588432554
187	0.1584064326
188	0.157874381
189	0.157401946
190	0.1569678315
191	0.1565095165
192	0.1560655918
193	0.155619294
194	0.155106817
195	0.1546745389
196	0.154214933
197	0.1537113262
198	0.1533252538
199	0.1528956301
200	0.1524820777
201	0.1521022339
202	0.1517225274
203	0.1512906883
204	0.1508441117
205	0.1504484779
206	0.1499985512
207	0.149610957
208	0.1492394453
209	0.1487839328
210	0.1483961678
211	0.1480111764
212	0.1475719141
213	0.147157572
214	0.1467932877
215	0.1463813508
216	0.1459785549
217	0.1456454029
218	0.1452863101
219	0.1449228891
220	0.1445430737
221	0.1442416769
222	0.1438613393
223	0.1434954396
224	0.1431351789
225	0.142810196
226	0.1424040273
227	0.14200373
228	0.1416762073
229	0.1413981402
230	0.1410351196
231	0.1407123432
232	0.1403791087
233	0.1400272048
234	0.139650142
235	0.1393454785
236	0.1389943599
237	0.138720648
238	0.1383994727
239	0.1380667421
240	0.1377295315
241	0.1374224791
242	0.1370816936
243	0.136750239
244	0.1364034459
245	0.136145574
246	0.1358013961
247	0.1355029606
248	0.135258098
249	0.1350111278
250	0.1347687494
251	0.134456636
252	0.1341703553
253	0.1338980022
254	0.1335514755
255	0.1332268017
256	0.1329478403
257	0.1326734408
258	0.1323541472
259	0.1321135257
260	0.1318491681
261	0.131601422
262	0.131336417
263	0.1310985935
264	0.1308764124
265	0.1306465156
266	0.1303943242
267	0.1301244137
268	0.1298662206
269	0.1296151924
270	0.1293974367
271	0.1291598194
272	0.1289501334
273	0.128738329
274	0.1285032095
275	0.1282579265
276	0.1280389595
277	0.1278141353
278	0.1275855936
279	0.1273459569
280	0.1270730148
281	0.1268447079
282	0.1266437948
283	0.1264292612
284	0.126198548
285	0.1259953965
286	0.1257369526
287	0.1255050511
288	0.1253066564
289	0.1250793768
290	0.1248851095
291	0.1246575444
292	0.1244345098
293	0.1242152195
294	0.1239805682
295	0.1237565469
296	0.123526432
297	0.1233035499
298	0.1231414503
299	0.1229120796
300	0.1227383268
301	0.1225814576
302	0.1223856227
303	0.1222593138
304	0.1220716722
305	0.1218356087
306	0.1216721635
307	0.1215022512
308	0.1212666807
309	0.1210549126
310	0.120878479
311	0.1206649571
312	0.1204853295
313	0.1202667294
314	0.1200703562
315	0.1199134794
316	0.1197566382
317	0.1195565293
318	0.1193982274
319	0.119252291
320	0.1190545771
321	0.1188901553
322	0.1187378158
323	0.1185468381
324	0.1183681468
325	0.1182036893
326	0.1180379945
327	0.1178647056
328	0.1176690549
329	0.1175067382
330	0.117353854
331	0.1171978159
332	0.1170367699
333	0.1168894547
334	0.1167359354
335	0.1165690507
336	0.1164178336
337	0.1162380375
338	0.1161169716
339	0.1159965518
340	0.115831873
341	0.1157078993
342	0.1155497819
343	0.1153630257
344	0.1151815043
345	0.1150260359
346	0.1149082376
347	0.1147391262
348	0.1145638845
349	0.1144376468
350	0.1143187603
351	0.1141633326
352	0.1140223103
353	0.1138717802
354	0.1137090974
355	0.1135542632
356	0.1134215723
357	0.1132696011
358	0.1131009033
359	0.1129654593
360	0.1128136174
361	0.1126871999
362	0.112563134
363	0.1124388789
364	0.1123067265
365	0.1121582044
366	0.1119981879
367	0.1118754479
368	0.1117410436
369	0.1116099966
370	0.1114655533
371	0.1113448032
372	0.11120581
373	0.1110637727
374	0.1109279146
375	0.1107922752
376	0.1106673198
377	0.1105172045
378	0.1103449814
379	0.110198841
380	0.110040563
381	0.1099068301
382	0.1097893013
383	0.1096628419
384	0.1095697147
385	0.1094568171
386	0.1093065017
387	0.1092094321
388	0.1090975562
389	0.1090127312
390	0.1088894586
391	0.1087414531
392	0.108621654
393	0.1085055564
394	0.108390649
395	0.1082882442
396	0.1081750908
397	0.1080666183
398	0.1079601134
399	0.1078655238
400	0.1077512413
401	0.1076611406
402	0.1075561316
403	0.1074406449
404	0.1072996404
405	0.1071684977
406	0.1070480169
407	0.1069577883
408	0.1068320447
409	0.1067435172
410	0.1066214955
411	0.1065031544
412	0.1063999562
413	0.1062820215
414	0.1061571769
415	0.1060543133
416	0.1059404735
417	0.1058175644
418	0.1057196235
419	0.1056497139
420	0.1055596723
421	0.1054305524
422	0.1053306716
423	0.1052541102
424	0.1051315002
425	0.1050123823
426	0.104898981
427	0.1048082012
428	0.1047103235
429	0.1046046141
430	0.104478039
431	0.104394512
432	0.1042822783
433	0.1041791173
434	0.1041065393
435	0.1040114973
436	0.1039155337
437	0.1038212583
438	0.103744496
439	0.1036600146
440	0.103565326
441	0.1034655904
442	0.1033828824
443	0.1033037619
444	0.1032074247
445	0.1031130123
446	0.1030093821
447	0.1029287542
448	0.1028546484
449	0.1027544197
450	0.1026626298
451	0.1025680799
452	0.1024772828
453	0.1023824528
454	0.1023038359
455	0.1022389127
456	0.1021278531
457	0.1020434642
458	0.1019721069
459	0.1018950155
460	0.1018175982
461	0.1017346104
462	0.101665142
463	0.1015865345
464	0.1015179401
465	0.1014449993
466	0.1013453663
467	0.1012585516
468	0.1011683326
469	0.1010871368
470	0.1010049944
471	0.1009267822
472	0.1008323453
473	0.1007470253
474	0.1006694791
475	0.1005968921
476	0.1005350554
477	0.1004861951
478	0.1004127016
479	0.1003479655
480	0.1002746654
481	0.1001555168
482	0.1000848044
483	0.09997167916
484	0.09989088798
485	0.0998289209
486	0.0997335271
487	0.09965413029
488	0.09955039063
489	0.0994828059
490	0.09936750244
491	0.09928908606
492	0.09921971356
493	0.09915951169
494	0.09910251305
495	0.09902271179
496	0.09896399329
497	0.0989037921
498	0.09885294366
499	0.09879787539
500	0.09872251658
501	0.0986665696
502	0.09856438279
503	0.09848423378
504	0.09842811613
505	0.09837033902
506	0.09830369606
507	0.09825115638
508	0.09818391396
509	0.09808632353
510	0.09801917595
511	0.09792942128
512	0.09784986727
513	0.0977704232
514	0.09772172958
515	0.09765832606
516	0.09759480621
517	0.0975317016
518	0.09743422606
519	0.09736973197
520	0.0972945095
521	0.09723336479
522	0.09715125785
523	0.09708486898
524	0.09702850782
525	0.0969553919
526	0.09688891097
527	0.09682536531
528	0.09677907493
529	0.09670904098
530	0.09665356076
531	0.09657498933
532	0.09650443419
533	0.09644491593
534	0.0963748137
535	0.09629819698
536	0.09622023193
537	0.09615944617
538	0.0960964947
539	0.09605955017
540	0.09596796421
541	0.09591715551
542	0.09585989388
543	0.09580149335
544	0.09570209492
545	0.09564821877
546	0.09559695258
547	0.09551741529
548	0.09546236065
549	0.09541467397
550	0.0953578002
551	0.09530728988
552	0.09524768398
553	0.09518446303
554	0.09511003668
555	0.09506759729
556	0.09499835878
557	0.0949458948
558	0.09488141219
559	0.09482586949
560	0.09475951008
561	0.09472412178
562	0.09467649515
563	0.09461265793
564	0.09454931003
565	0.09452114372
566	0.0944532543
567	0.09437708531
568	0.09430501073
569	0.09423907771
570	0.09415142346
571	0.09409109469
572	0.09403275263
573	0.09398829545
574	0.09391646287
575	0.09385817178
576	0.09380463493
577	0.09374007486
578	0.09370282259
579	0.09362795267
580	0.09357324617
581	0.093514435
582	0.09346031704
583	0.09340313562
584	0.09335828723
585	0.09328822442
586	0.0932286418
587	0.09317943645
588	0.0931287231
589	0.09308567468
590	0.09304336657
591	0.09298961144
592	0.09294628657
593	0.09288641509
594	0.09283075404
595	0.0927778616
596	0.09272626682
597	0.09268436947
598	0.09262359503
599	0.09258318574
600	0.09249235879
601	0.09243771234
602	0.09240300647
603	0.0923440973
604	0.09227971092
605	0.09221599268
606	0.0921627385
607	0.09209953607
608	0.09205746815
609	0.09200440656
610	0.09194735835
611	0.09189091131
612	0.09183695382
613	0.09178506834
614	0.09171371064
615	0.09165328208
616	0.09158924352
617	0.09154290272
618	0.09146378337
619	0.09143428757
620	0.09136686001
621	0.09130679521
622	0.09123939094
623	0.09118223291
624	0.09113248467
625	0.09108035969
626	0.09104354101
627	0.09095738301
628	0.09089385753
629	0.09084188934
630	0.09077364116
631	0.0907134067
632	0.09068033091
633	0.09064011663
634	0.09057713336
635	0.09051222444
636	0.09042159452
637	0.09038457008
638	0.09035162539
639	0.09030716887
640	0.09026699627
641	0.09021200405
642	0.09015990053
643	0.09010924747
644	0.09006286156
645	0.09002051123
646	0.08998884588
647	0.08994298282
648	0.08987242068
649	0.08981443997
650	0.08978180075
651	0.08972964466
652	0.08968125253
653	0.08963662166
654	0.0895805853
655	0.08950223617
656	0.08945471035
657	0.0894152711
658	0.08937232061
659	0.08933328826
660	0.08930021022
661	0.08926720103
662	0.08923539045
663	0.08916854562
664	0.0891190363
665	0.08907133563
666	0.08902949952
667	0.08898542441
668	0.08893690438
669	0.08890575832
670	0.08885375657
671	0.08880462435
672	0.08875846269
673	0.08872173274
674	0.08867833079
675	0.08863099324
676	0.0885818064
677	0.08854748785
678	0.08848236549
679	0.08842911809
680	0.0883611844
681	0.08827746433
682	0.0882197607
683	0.08816524392
684	0.08811229855
685	0.08807175451
686	0.08800158568
687	0.08796571634
688	0.08792126057
689	0.08785773564
690	0.0878127026
691	0.08774756346
692	0.08771621695
693	0.08764720233
694	0.08760312368
695	0.08754875858
696	0.08748500192
697	0.08743668395
698	0.08739408497
699	0.08734629544
700	0.08729889825
701	0.08726219121
702	0.08721586586
703	0.08716964582
704	0.08711287406
705	0.08704817789
706	0.08699498901
707	0.08693801157
708	0.08688653342
709	0.08684845117
710	0.08677360391
711	0.0867169968
712	0.08667797968
713	0.08662019163
714	0.08657771765
715	0.0865338436
716	0.08647926511
717	0.08644391594
718	0.08640025251
719	0.08635379673
720	0.08631102305
721	0.08626021262
722	0.08622142644
723	0.08617071251
724	0.08614284622
725	0.08609826768
726	0.08606481952
727	0.08602392184
728	0.08596496379
729	0.08591538767
730	0.08582819656
731	0.08577178781
732	0.08572681203
733	0.08567579758
734	0.08565281512
735	0.0856002359
736	0.08556869031
737	0.08550051628
738	0.08546955521
739	0.08541994928
740	0.08538553927
741	0.08533514127
742	0.08526990263
743	0.08524323596
744	0.0851889568
745	0.08514084468
746	0.08509344481
747	0.08503424424
748	0.08498563605
749	0.08494359126
750	0.08489504195
751	0.08486298494
752	0.08483413629
753	0.08478071079
754	0.08471611785
755	0.08466291665
756	0.08462092077
757	0.08457969098
758	0.08453108163
759	0.08447434481
760	0.08443100916
761	0.0843776593
762	0.08434389593
763	0.08429715973
764	0.08426247341
765	0.0842127875
766	0.08416843734
767	0.08409606146
768	0.08403933131
769	0.08400970301
770	0.08396665946
771	0.08394306316
772	0.08389577855
773	0.0837992661
774	0.0837461814
775	0.08370392602
776	0.08365508279
777	0.08362812897
778	0.08357505213
779	0.08353008078
780	0.08348644346
781	0.08344222295
782	0.08340981482
783	0.08334709363
784	0.08327441559
785	0.08323036034
786	0.08320111122
787	0.08313872159
788	0.08308967778
789	0.08304545146
790	0.08300021657
791	0.08297356183
792	0.08293157896
793	0.0828938412
794	0.08283865283
795	0.08277582544
796	0.08274065228
797	0.08269076555
798	0.08264661027
799	0.08260182029
800	0.08258052135
801	0.08252628204
802	0.08248874648
803	0.08242840364
804	0.08238484538
805	0.08233724186
806	0.08229336682
807	0.08224888578
808	0.08216624234
809	0.08213022419
810	0.08208365289
811	0.08203474598
812	0.08199317023
813	0.08191819686
814	0.0818607326
815	0.08179309017
816	0.08174336034
817	0.08170586494
818	0.08166874684
819	0.08161892086
820	0.08155859103
821	0.08150057593
822	0.08147006527
823	0.08143110821
824	0.08138848858
825	0.08134157103
826	0.08130439962
827	0.08124751562
828	0.08118777043
829	0.08113596488
830	0.0810795065
831	0.08104888903
832	0.08099268387
833	0.0809312753
834	0.0808930069
835	0.08085314809
836	0.08079492865
837	0.08073883843
838	0.0806907127
839	0.08064080326
840	0.08058550771
841	0.08056917159
842	0.0805186387
843	0.08044886093
844	0.08041085988
845	0.08036072192
846	0.08029978756
847	0.08024795442
848	0.08020315431
849	0.08016568639
850	0.08011200137
851	0.08005897545
852	0.08001345867
853	0.07995904557
854	0.07991832762
855	0.07988081152
856	0.07983207784
857	0.07978404505
858	0.07974610104
859	0.07968278254
860	0.07962235445
861	0.07958774387
862	0.07953288491
863	0.07946876635
864	0.07938905737
865	0.07933710803
866	0.07929193993
867	0.07926383829
868	0.07920987437
869	0.07915851879
870	0.07912992002
871	0.07909318553
872	0.07904229554
873	0.07899624197
874	0.07894270365
875	0.07890505352
876	0.0788634962
877	0.07881150776
878	0.07876481119
879	0.07873172113
880	0.07866568312
881	0.07861744821
882	0.07858273542
883	0.07850775846
884	0.0784562667
885	0.07841473724
886	0.07836511702
887	0.07830793521
888	0.07827846847
889	0.07825060101
890	0.0781935825
891	0.07814585637
892	0.07810088658
893	0.07804968787
894	0.07800396202
895	0.0779505674
896	0.0778899152
897	0.07785458708
898	0.07782015189
899	0.0777608704
900	0.07771857467
901	0.07766622534
902	0.07761766911
903	0.07756747692
904	0.07750673582
905	0.07745064197
906	0.07740491659
907	0.07737844412
908	0.07732810316
909	0.07727069541
910	0.07723153315
911	0.07718770837
912	0.07715302803
913	0.0771061577
914	0.07704949857
915	0.07699750352
916	0.0769397971
917	0.07688614032
918	0.07684064154
919	0.07680411141
920	0.07677678797
921	0.07672079607
922	0.07666479404
923	0.07661340553
924	0.07657933979
925	0.07654430223
926	0.07649106634
927	0.07643799513
928	0.0764026901
929	0.07635689051
930	0.07628200388
931	0.07623445172
932	0.07618058297
933	0.07611858474
934	0.0760693478
935	0.07602780424
936	0.07598938197
937	0.07593263173
938	0.07589368155
939	0.07586122976
940	0.0758079615
941	0.07576217064
942	0.07571613092
943	0.07568045012
944	0.07562660614
945	0.07557371017
946	0.07553647282
947	0.07548814265
948	0.07544642854
949	0.0753937359
950	0.07534733906
951	0.07530196502
952	0.07526614446
953	0.07521572123
954	0.0751646317
955	0.07513735971
956	0.07510523554
957	0.07504203846
958	0.07499262171
959	0.07495320226
960	0.07490013315
961	0.07485441753
962	0.0748054011
963	0.07475866691
964	0.07470804691
965	0.07466067367
966	0.07460241148
967	0.07456839997
968	0.07451191648
969	0.07447954799
970	0.07442871199
971	0.0743793427
972	0.07433156201
973	0.07428794492
974	0.07424672128
975	0.07421124324
976	0.0741755413
977	0.07411504902
978	0.07407180223
979	0.07402369903
980	0.07398806608
981	0.0739518179
982	0.07390004381
983	0.07386038546
984	0.0738163047
985	0.07377121413
986	0.07371691052
987	0.07364312233
988	0.07359803348
989	0.07353582212
990	0.07348568296
991	0.07343473033
992	0.07341590447
993	0.07336188932
994	0.07330869404
995	0.07325689754
996	0.07321836597
997	0.0731816443
998	0.07313158795
999	0.07307915964
1000	0.07303103342
1001	0.07299472543
1002	0.07295283302
1003	0.07289662985
1004	0.07285304055
1005	0.07280915154
1006	0.07275910291
1007	0.07270025754
1008	0.07264337322
1009	0.07258815168
1010	0.0725533466
1011	0.07249728581
1012	0.0724363757
1013	0.0723947275
1014	0.07235047085
1015	0.07229294157
1016	0.0722403437
1017	0.07218645736
1018	0.07215550532
1019	0.07210597345
1020	0.07205149979
1021	0.07201123308
1022	0.07196624523
1023	0.07189982457
1024	0.07185376548
1025	0.0718229267
1026	0.07176175119
1027	0.07170499816
1028	0.07165099697
1029	0.07159156709
1030	0.07155465478
1031	0.07150194313
1032	0.0714520438
1033	0.07139905314
1034	0.07134875837
1035	0.07131053534
1036	0.071256092
1037	0.07121006271
1038	0.07116863748
1039	0.07113211672
1040	0.07108329316
1041	0.07102731081
1042	0.07097720666
1043	0.07093063903
1044	0.07086415883
1045	0.07083242027
1046	0.07079678709
1047	0.0707359726
1048	0.07069830829
1049	0.07064972894
1050	0.07061375858
1051	0.07057262126
1052	0.07051188994
1053	0.07046529082
1054	0.07041503711
1055	0.07038443088
1056	0.07033795417
1057	0.07028426066
1058	0.07023133981
1059	0.0701821434
1060	0.07013726789
1061	0.07010408017
1062	0.0700766371
1063	0.0700315888
1064	0.06998193815
1065	0.06992332825
1066	0.06987307567
1067	0.06983563989
1068	0.06979342973
1069	0.06975401218
1070	0.06970655884
1071	0.06965067898
1072	0.06961421479
1073	0.06955615448
1074	0.06950835719
1075	0.06946783049
1076	0.06943409851
1077	0.06940129783
1078	0.06937598328
1079	0.06933486179
1080	0.06929743955
1081	0.06925527956
1082	0.06922014121
1083	0.0691779461
1084	0.06913723155
1085	0.0690786394
1086	0.069036349
1087	0.06900406604
1088	0.06897031065
1089	0.06892785256
1090	0.0688887955
1091	0.06884585913
1092	0.06882447345
1093	0.06879665256
1094	0.06874964211
1095	0.06871614258
1096	0.06866484118
1097	0.06862070165
1098	0.06858115493
1099	0.06853936402
1100	0.06848542918
1101	0.06843510419
1102	0.06840311012
1103	0.06835062679
1104	0.06828194673
1105	0.06824961127
1106	0.06820890211
1107	0.06815978928
1108	0.06810429535
1109	0.0680747444
1110	0.06802918995
1111	0.06800065085
1112	0.06796503745
1113	0.06793894987
1114	0.06790990856
1115	0.06787109764
1116	0.06782917695
1117	0.06779523228
1118	0.06774824439
1119	0.06771924818
1120	0.06768289124
1121	0.0676399363
1122	0.06760114116
1123	0.0675489146
1124	0.06750369872
1125	0.06746698302
1126	0.06743097196
1127	0.06739579708
1128	0.0673666916
1129	0.06733477752
1130	0.06728645881
1131	0.06725136627
1132	0.06720544443
1133	0.06716135388
1134	0.06712519033
1135	0.06708839517
1136	0.06704605123
1137	0.06699682605
1138	0.06696975385
1139	0.0669326956
1140	0.06688899711
1141	0.06684969687
1142	0.06681885447
1143	0.06678350161
1144	0.06674667157
1145	0.06669658652
1146	0.06667010136
1147	0.06662276895
1148	0.06657220989
1149	0.0665230954
1150	0.06649913479
1151	0.06646680446
1152	0.06642198342
1153	0.06638505272
1154	0.06635792412
1155	0.06631971436
1156	0.0662738399
1157	0.06624391555
1158	0.06622589664
1159	0.06619723581
1160	0.06615637159
1161	0.06612687868
1162	0.06609728482
1163	0.06604042295
1164	0.06600364523
1165	0.06596148164
1166	0.06593484998
1167	0.06588977621
1168	0.06585066404
1169	0.06581521667
1170	0.06576596933
1171	0.06572725365
1172	0.06568765291
1173	0.06564867857
1174	0.06558892363
1175	0.06554295647
1176	0.06550084042
1177	0.06544495434
1178	0.06541448092
1179	0.06538204572
1180	0.06533896086
1181	0.06529235598
1182	0.06524913919
1183	0.06521821709
1184	0.06517934141
1185	0.06513927861
1186	0.06508763167
1187	0.06504058677
1188	0.06501424287
1189	0.06497700192
1190	0.06493470871
1191	0.06489685931
1192	0.06486658422
1193	0.0648323968
1194	0.06479944971
1195	0.06476008859
1196	0.06473154908
1197	0.06469718185
1198	0.06466529283
1199	0.06461760328
1200	0.06459184433
1201	0.06456155209
1202	0.06453028031
1203	0.06449289905
1204	0.0644581888
1205	0.06442829291
1206	0.06439493905
1207	0.064349161
1208	0.06431197846
1209	0.06426994009
1210	0.06423383595
1211	0.06419657707
1212	0.06415754634
1213	0.06413726301
1214	0.06411099417
1215	0.06406938442
1216	0.06403700174
1217	0.06400119045
1218	0.06396418635
1219	0.06394121376
1220	0.06390606439
1221	0.06386688462
1222	0.06382654577
1223	0.06378777036
1224	0.06375910748
1225	0.06370915818
1226	0.06368950622
1227	0.06366651171
1228	0.06363321175
1229	0.06360210757
1230	0.06356263416
1231	0.06352723323
1232	0.06348121644
1233	0.06342906075
1234	0.06339534448
1235	0.06335602947
1236	0.06332383738
1237	0.06328950093
1238	0.0632624211
1239	0.06320797646
1240	0.06317814422
1241	0.06315040474
1242	0.06312963643
1243	0.06310016877
1244	0.06307485345
1245	0.06305347764
1246	0.06301929291
1247	0.06298326798
1248	0.06294783617
1249	0.06290337534
1250	0.06287176384
1251	0.06283084714
1252	0.06278393761
1253	0.06276002938
1254	0.06272156099
1255	0.062682409
1256	0.062649609
1257	0.0626141743
1258	0.06257931135
1259	0.06253738535
1260	0.06251079767
1261	0.06247273399
1262	0.06243886163
1263	0.06241465453
1264	0.06237946481
1265	0.06234381281
1266	0.06231282348
1267	0.06228366012
1268	0.06224511452
1269	0.06220400838
1270	0.06216612863
1271	0.06212544439
1272	0.06208899024
1273	0.06205785209
1274	0.06203281999
1275	0.06199981586
1276	0.06194847437
1277	0.06191769558
1278	0.06188378514
1279	0.06184067701
1280	0.06180305874
1281	0.06178325655
1282	0.06175013394
1283	0.06172743608
1284	0.06168970107
1285	0.06166169353
1286	0.06163551587
1287	0.06160196386
1288	0.06157690598
1289	0.06152803695
1290	0.0614971913
1291	0.06146809169
1292	0.06143059387
1293	0.06139693019
1294	0.06136653801
1295	0.06133932507
1296	0.06128267564
1297	0.06123616889
1298	0.06118609313
1299	0.06115427691
1300	0.06111888227
1301	0.06107404351
1302	0.06103054104
1303	0.06099743475
1304	0.0609621147
1305	0.06091551282
1306	0.06087905225
1307	0.06085539112
1308	0.06081782477
1309	0.06078049755
1310	0.06075065697
1311	0.06072460996
1312	0.0606984523
1313	0.06066031511
1314	0.06063280168
1315	0.06061909351
1316	0.0605890503
1317	0.06055262571
1318	0.06051702884
1319	0.06047680538
1320	0.06045094823
1321	0.06040442082
1322	0.06036505835
1323	0.06032598661
1324	0.0602975036
1325	0.06026952344
1326	0.06023457631
1327	0.06020487628
1328	0.06017919111
1329	0.06015826172
1330	0.06012050232
1331	0.06008713002
1332	0.06004767476
1333	0.06002394311
1334	0.05999133289
1335	0.05996200577
1336	0.05992472856
1337	0.05989589664
1338	0.0598557954
1339	0.05982138777
1340	0.05979171339
1341	0.05976422732
1342	0.05973439886
1343	0.05971253347
1344	0.05969034855
1345	0.05966640535
1346	0.05963658588
1347	0.0596041253
1348	0.05956893145
1349	0.05953721253
1350	0.05949964476
1351	0.05946147474
1352	0.05944184441
1353	0.05941161509
1354	0.05937976837
1355	0.05935612507
1356	0.0593293263
1357	0.05930640347
1358	0.05928038521
1359	0.05924329026
1360	0.05921045628
1361	0.05916927872
1362	0.05914893759
1363	0.0591105596
1364	0.0590873213
1365	0.059058225
1366	0.05903107588
1367	0.05900536874
1368	0.05898408678
1369	0.05896153459
1370	0.05893449032
1371	0.05890775465
1372	0.05887983592
1373	0.05885376973
1374	0.05882276128
1375	0.05878621973
1376	0.05876408001
1377	0.05873727745
1378	0.058716425
1379	0.0586932121
1380	0.05866361945
1381	0.0586254091
1382	0.05860315604
1383	0.05856929465
1384	0.05854106063
1385	0.05851800946
1386	0.05849227052
1387	0.05846409117
1388	0.05843371975
1389	0.05840176838
1390	0.05835943806
1391	0.05832144337
1392	0.05829017562
1393	0.05825677289
1394	0.05822894951
1395	0.05819971896
1396	0.05817205285
1397	0.05813760704
1398	0.05810391498
1399	0.05807042293
1400	0.05804856539
1401	0.05801865437
1402	0.05797880246
1403	0.05795133165
1404	0.05791058893
1405	0.0578780487
1406	0.05784514589
1407	0.05782465261
1408	0.05779051984
1409	0.05776469307
1410	0.05773630526
1411	0.05770504093
1412	0.05766896241
1413	0.05763841794
1414	0.05760699632
1415	0.05756886336
1416	0.05753596192
1417	0.05751549414
1418	0.05749224021
1419	0.05746664738
1420	0.05742957111
1421	0.05740866718
1422	0.05737471832
1423	0.05734886087
1424	0.05731775044
1425	0.05728778629
1426	0.05725475355
1427	0.05722296552
1428	0.05719796296
1429	0.05718156547
1430	0.05714502716
1431	0.0571246282
1432	0.05709957884
1433	0.05707557163
1434	0.05704967874
1435	0.05702478548
1436	0.05699863151
1437	0.05697482456
1438	0.05694156694
1439	0.05691620535
1440	0.05688425456
1441	0.05685555418
1442	0.05683111178
1443	0.0568010917
1444	0.05677215901
1445	0.05674688405
1446	0.05672091754
1447	0.05668532803
1448	0.05666581682
1449	0.05664316905
1450	0.05661300135
1451	0.05657816975
1452	0.05654661775
1453	0.05651821716
1454	0.05649128474
1455	0.05646245057
1456	0.05643604376
1457	0.05640799303
1458	0.05638029525
1459	0.05634145603
1460	0.0562924683
1461	0.05627265901
1462	0.05624789077
1463	0.05621406493
1464	0.05619229574
1465	0.0561642275
1466	0.05612798684
1467	0.05610118031
1468	0.0560798601
1469	0.05604793238
1470	0.0560257654
1471	0.05599417367
1472	0.05595767895
1473	0.05593984226
1474	0.05591020654
1475	0.05587916896
1476	0.05585103793
1477	0.05582551476
1478	0.05580006806
1479	0.05577026638
1480	0.05575057813
1481	0.05571853513
1482	0.05569268081
1483	0.0556722349
1484	0.05564732215
1485	0.055622864
1486	0.05559081932
1487	0.05556085943
1488	0.05552815218
1489	0.0554989366
1490	0.05547715223
1491	0.05544457006
1492	0.05541968196
1493	0.05540399083
1494	0.0553784562
1495	0.05534541368
1496	0.05531747992
1497	0.05529489578
1498	0.05527986899
1499	0.05525154181
1500	0.05522157941
1501	0.05519752895
1502	0.05516975309
1503	0.05515643866
