iter	RMSE
1504	0.05512313334
1505	0.0551003744
1506	0.0550761746
1507	0.05505522542
1508	0.05503646121
1509	0.05501254088
1510	0.05497799806
1511	0.05495486263
1512	0.05492219311
1513	0.05489578663
1514	0.05486695061
1515	0.05484695508
1516	0.05481609301
1517	0.05479685018
1518	0.05476471339
1519	0.05473445262
1520	0.05471377452
1521	0.05468316501
1522	0.05465741353
1523	0.05463386937
1524	0.05461634042
1525	0.05459633919
1526	0.05457387856
1527	0.054554078
1528	0.05453220845
1529	0.05450754074
1530	0.05448004935
1531	0.05445017241
1532	0.05442490777
1533	0.05439403953
1534	0.05436393012
1535	0.05433711746
1536	0.05429790378
1537	0.05427310475
1538	0.05424969286
1539	0.05422062093
1540	0.05419803993
1541	0.0541749627
1542	0.05415241446
1543	0.05412934746
1544	0.05408534611
1545	0.05406379872
1546	0.0540334362
1547	0.05401122214
1548	0.05398589948
1549	0.05396969006
1550	0.05394432389
1551	0.05390541201
1552	0.05387958178
1553	0.05385608268
1554	0.05382689222
1555	0.05380384719
1556	0.05377805175
1557	0.05375558279
1558	0.05373591491
1559	0.05370606326
1560	0.05368122151
1561	0.05365631004
1562	0.05363460977
1563	0.05361620595
1564	0.0535915352
1565	0.05356812108
1566	0.05354281877
1567	0.05351664673
1568	0.05348711579
1569	0.05346688995
1570	0.05344818762
1571	0.05342453006
1572	0.05340765569
1573	0.05339198749
1574	0.05336875877
1575	0.05333799576
1576	0.053313718
1577	0.05328085818
1578	0.0532695535
1579	0.05325113804
1580	0.05322834902
1581	0.05319297416
1582	0.05317329512
1583	0.05314880835
1584	0.05312267414
1585	0.05310591888
1586	0.05308340359
1587	0.05306324384
1588	0.05304255729
1589	0.05302324511
1590	0.05299797757
1591	0.05298524174
1592	0.05296249045
1593	0.05294538487
1594	0.05293000846
1595	0.05289662087
1596	0.05286725869
1597	0.05284464727
1598	0.05282605971
1599	0.05280373846
1600	0.05277333323
1601	0.05275268294
1602	0.05273399853
1603	0.05271151075
1604	0.05269665765
1605	0.05267429696
1606	0.05266101211
1607	0.05264368713
1608	0.05261829774
1609	0.05259817956
1610	0.05257171731
1611	0.05254856312
1612	0.05252446678
1613	0.05250388952
1614	0.0524921089
1615	0.05245576182
1616	0.05244039397
1617	0.05242022499
1618	0.0523985253
1619	0.05237354428
1620	0.05235594176
1621	0.05233954349
1622	0.05231463477
1623	0.05228750811
1624	0.05226091182
1625	0.05224094221
1626	0.05220317325
1627	0.05217366035
1628	0.05215147533
1629	0.05213927584
1630	0.05213091938
1631	0.05211666355
1632	0.05209582961
1633	0.05206813235
1634	0.05204774425
1635	0.0520198607
1636	0.05198633093
1637	0.05196150563
1638	0.05193277149
1639	0.05191169586
1640	0.05188423365
1641	0.05186467122
1642	0.05183565774
1643	0.05181885461
1644	0.05179183412
1645	0.05175247761
1646	0.05174115165
1647	0.05172167775
1648	0.0517054424
1649	0.05167781098
1650	0.0516550803
1651	0.05163943967
1652	0.0516142608
1653	0.05159236084
1654	0.0515623051
1655	0.0515322283
1656	0.05150396614
1657	0.05147774663
1658	0.05145269024
1659	0.05143128265
1660	0.05141568077
1661	0.05139992264
1662	0.05138274645
1663	0.05135685862
1664	0.05132460505
1665	0.05129387682
1666	0.05127475983
1667	0.0512540669
1668	0.05122790917
1669	0.05119824768
1670	0.05117251383
1671	0.05115488156
1672	0.05113871487
1673	0.05112153366
1674	0.05109656495
1675	0.05107471014
1676	0.05105722212
1677	0.05102730453
1678	0.05098977883
1679	0.0509680334
1680	0.05094095408
1681	0.050914971
1682	0.05089224265
1683	0.05086761464
1684	0.05085107412
1685	0.05082037761
1686	0.05079803437
1687	0.05077986723
1688	0.05075621337
1689	0.05074370661
1690	0.05072366863
1691	0.05070445799
1692	0.05068061087
1693	0.05065650652
1694	0.05063219051
1695	0.05061012139
1696	0.0505868282
1697	0.05055685107
1698	0.05053480274
1699	0.05050904569
1700	0.05048699833
1701	0.05046715027
1702	0.05044347236
1703	0.05042677393
1704	0.05039821748
1705	0.05037844389
1706	0.05036008102
1707	0.05034695393
1708	0.05033215499
1709	0.05030114949
1710	0.05027916806
1711	0.05025644343
1712	0.05022688797
1713	0.05019902346
1714	0.050175343
1715	0.05015279366
1716	0.05012644255
1717	0.05010287087
1718	0.05008535463
1719	0.05007104456
1720	0.05004768417
1721	0.0500221086
1722	0.04999958883
1723	0.04998424112
1724	0.04996801814
1725	0.04994685771
1726	0.04992571528
1727	0.04990260868
1728	0.04987810833
1729	0.04985532004
1730	0.04983612934
1731	0.04981816964
1732	0.04979799693
1733	0.04976646448
1734	0.04974293556
1735	0.04973434006
1736	0.04971213457
1737	0.04969563956
1738	0.04967604728
1739	0.04965582493
1740	0.0496317746
1741	0.04961123275
1742	0.04959131905
1743	0.04956414369
1744	0.04954588896
1745	0.04952864187
1746	0.04950830198
1747	0.04948912409
1748	0.04946312836
1749	0.04944571962
1750	0.04942300431
1751	0.04939762289
1752	0.04937502074
1753	0.04935489872
1754	0.04933591662
1755	0.04931250657
1756	0.04929605374
1757	0.04927994655
1758	0.04925873024
1759	0.04923590723
1760	0.04921301659
1761	0.04919114714
1762	0.04916459275
1763	0.0491430179
1764	0.04912564374
1765	0.04910339892
1766	0.04908087475
1767	0.04906382071
1768	0.04903618251
1769	0.0490228236
1770	0.04900099324
1771	0.04897640887
1772	0.04896762717
1773	0.04894134778
1774	0.04891679718
1775	0.04889200051
1776	0.04887027715
1777	0.04883587471
1778	0.04881431729
1779	0.0487954277
1780	0.04877535832
1781	0.0487478577
1782	0.04872103468
1783	0.04869425171
1784	0.04867913466
1785	0.04865824294
1786	0.04863775597
1787	0.04861682188
1788	0.04859085349
1789	0.04856827165
1790	0.04854560956
1791	0.04852027929
1792	0.04850119983
1793	0.04848221205
1794	0.04845986583
1795	0.04844179074
1796	0.04842071734
1797	0.04840269793
1798	0.04838435731
1799	0.04836542644
1800	0.04834103368
1801	0.04831998039
1802	0.04829278852
1803	0.04827382253
1804	0.0482534992
1805	0.04823678135
1806	0.04822720661
1807	0.0482020858
1808	0.04817141927
1809	0.04815733396
1810	0.04813726777
1811	0.0481157974
1812	0.04809554929
1813	0.0480752023
1814	0.04805842745
1815	0.04802955722
1816	0.04800462732
1817	0.04798925299
1818	0.04796510579
1819	0.04794335535
1820	0.0479173744
1821	0.04789601531
1822	0.04787791862
1823	0.04785167569
1824	0.04783065952
1825	0.04781143887
1826	0.04778642283
1827	0.04776248744
1828	0.04773598717
1829	0.04772234612
1830	0.04770047759
1831	0.047679571
1832	0.04766149866
1833	0.04763970448
1834	0.04762858856
1835	0.04760266666
1836	0.04758241786
1837	0.04756337834
1838	0.04753928574
1839	0.04752079465
1840	0.04750092312
1841	0.04748714928
1842	0.04746678535
1843	0.04744359594
1844	0.04742501596
1845	0.04740669896
1846	0.04738850968
1847	0.0473667666
1848	0.04734974808
1849	0.04733132752
1850	0.04731527934
1851	0.04729886858
1852	0.04726747689
1853	0.04725466881
1854	0.04722905094
1855	0.04720510916
1856	0.04717550259
1857	0.04715577192
1858	0.04714829619
1859	0.04712253977
1860	0.04710044057
1861	0.04707942654
1862	0.04706215258
1863	0.04704964393
1864	0.04702811003
1865	0.04701184299
1866	0.04699826813
1867	0.04698158485
1868	0.04696257845
1869	0.04693618307
1870	0.04691871227
1871	0.04690546544
1872	0.04688854539
1873	0.04686934345
1874	0.04684780899
1875	0.04683025725
1876	0.04681208213
1877	0.04678955372
1878	0.04676578291
1879	0.04674337469
1880	0.04672056304
1881	0.046706002
1882	0.04668348928
1883	0.04666402303
1884	0.04663979328
1885	0.04662077275
1886	0.04659890704
1887	0.04657889691
1888	0.04655759143
1889	0.04653004577
1890	0.04650824825
1891	0.04648138492
1892	0.04646304425
1893	0.04644091689
1894	0.04642719093
1895	0.04641407782
1896	0.04639912267
1897	0.04637241698
1898	0.04634741299
1899	0.04632726381
1900	0.04629671528
1901	0.04628708701
1902	0.04627285972
1903	0.04626007531
1904	0.0462426771
1905	0.04622940692
1906	0.04620671119
1907	0.04619469095
1908	0.04617686221
1909	0.04615787689
1910	0.04613864814
1911	0.04611168384
1912	0.04608375736
1913	0.04606738105
1914	0.04605086267
1915	0.04602715587
1916	0.04601500027
1917	0.04600038958
1918	0.04598594889
1919	0.04597242663
1920	0.04593884827
1921	0.04591253815
